,Plot,Genre
323,describ film magazin rex rossmor moor disgust hairpin-strew stragg lock young bride muriel bennett concentr upon extra-particular housekeep make easi forsak compani outsid home stenograph effi wainwright livingston overhear husband confess failur wife make employ consid suicid make order death discov beauti life conceiv plan wherebi play affair husband stenograph acquaint way gay world practic husband rage bring issu artifici exist reveal man love woman fashion habili readjust certain reflect compromis sever thing reconcili brought husband discov anoth man love wife,1
345,film open ozark distraught pollyanna mari pickford comfort father reverend john whittier wharton jame die death pollyanna sent live new england plantat victorian aunt polli katherin griffith aunt polli cold uncar pollyanna pick station give spars room attic scold everi chanc get day pass pollyanna antic amus servant aunt polli one day play plantat pollyanna get troubl servant woman run hide haystack meet jimmi bean howard ralston orphan age take piti pollyanna certain eventu aunt polli let live hide cellar one day aunt polli insist go cellar despit pollyanna plea fear jimmi discov jimmi asleep pollyanna believ they'r clear jimmi start shout sleep bad dream turnip chase tri eat pollyanna amus aunt polli plead aunt polli relent tell pollyanna bring good quilt jimmi one day jimmi pollyanna play children decid tri steal appl tree belong john pendleton william cortleigh john catch pollyanna act forgiv realiz exact imag mother woman love deepli left marri man eventu becam pollyanna father tell pollyanna show paint mother meanwhil jimmi fight way fear pollyanna danger tri defend find everyth normal pollyanna settl seem bring optim meet insist play game father taught call glad game one count thing glad visit old shut-in suppos grate noth pollyanna bring along old blind deaf friend play accordion upon discov woman blind deaf shut-in proclaim gratitud still sight hear one day fight jimmi wish would die pollyanna head town notic littl girl play middl road oblivi car come pollyanna leap front car throw girl safeti process hit jimmi john take back aunt place aunt polli becom frantic place lavish bedroom realiz error way aunt polli declar attach pollyanna even give kiss forehead much pollyanna delight realiz could lost littl girl forev mani succumb wish happi john promis adopt jimmi next day aunt polli refus call dr tom herbert prior broke heart year pollyanna plead send refus bring anoth doctor sever day discov pollyanna paralyz waist pollyanna becom distraught howev jimmi comfort insist play glad game month pass pollyanna begin use wheelchair one even aunt polli plead one last time send dr tom aunt polli final relent help dr tom pollyanna eventu abl walk success walk come realize wish aunt polli reunit romant dr tom jimmi happili live john one day ask jimmi come wheel around garden give pollyanna ring prompt run fear realiz pollyanna abl walk excit ring happili run,1
429,sicili count martinello assassin cardi mafia group would wed day bride countess margherita get word american norvin blake fail protect cardi want later margherita norvin meet new orlean declar love recogn gian norcon group leader kill count norvin arrest get fight caesar maruffi suppos friend admir suit margherita discov cardi middl fight cardi norvin cardi stab lucrezia margherita maid end norvin final win margherita,1
417,david kinemon youngest son west virginia tenant farmer long treat like man famili neighbor especi esther hatburn pretti girl live grandfath nearbi farm howev continu remind still boy tol'abl enough man david eventu get chanc prove outlaw iscah hatburn son luke littl buzzard distant cousin kinemon hatburn neighbor move hatburn farm esther grandfath esther initi tell david interfer say match cousin later cousin kill david pet dog crippl older brother latter deliv mail take passeng town hack sens honor david father intend visit vigilant justic hatburn cousin rather reli local sheriff prevent abrupt fatal heart attack david determin go hatburn father place mother plead argu sure die father dead brother crippl household includ brother wife infant son depend fatherless kinemon famili turn farm forc move small hous town david ask brother old job drive hack told young howev find work general store tugh later hack regular driver fire drunken david final chanc drive hack lose mailbag near hatburn farm found luke david goe hatburn farm demand mailbag refus get argument cousin shot arm david shoot iscah younger son later prolong fight older brother meant recal stori david goliath emerg victori esther flee help make villag tell david kill crowd prepar go look david arriv hack bag mail bad injur collaps clear david longer mere tol'abl real man hero,1
229,describ film magazin disgust unattract sloven appear wife sophi ashton charl murdock dexter goe long hunt trip meet juliet raeburn vidor fall love tell love reveal marri man upon return wife fli frenzi jealousi forget goe busi partner tom berkeley robert meet viola hast manon provid berkeley anoth woman cafe viola shoot berkeley find anoth woman bedroom juliet raeburn name connect scandal fals report murdock protect juliet goe abroad anoth woman wife obtain divorc juliet murdock meet venic renew friendship marri,1
384,describ film public idealist sculptor herbert butterfli wife hopper work nude group life model munson thoma fall love love realiz meantim butterfli wife becom enmesh net dilettant artist crane one night pull net find apart model realiz sculptor search wife break dilettant apart hide wife play role revel save marriag man love,1
286,describ film magazin jule leneau lewi wife jane may live cabin northwood inconsol death infant son wick scheme red adair eason partner trapper live leneaus child citi kidnap brought wood child wander away fall bear trap set jule discov child adopt jule wife joy tri discov child red adair make sever attempt recov child result jule learn child belong resolv give despit jane plead cast cliff stori brought happi unexpect end,1
270,describ film magazin younger son jame jim grey harron seek evad draft world war continu ador cabaret singer cuti beauti seymour older brother ralph barthelmess enlist goe franc live sweetheart atolin blossom le franc dempster draft catch jim train make man sent franc cuti promis remain faith monsieur le franc lestina blossom father confeder american civil war live franc two brother meet trench ralph patrol caught shell hole behind german line jim come rescu blossom threaten german offic shot anoth german soldier befriend addit adventur brother return sweetheart monsieur franc swear allegi american flag,1
420,describ film magazin josephin gerson talmadg select woman parti candid mayor fianc accept machin nomin engag end conflict boss opposit parti jim bradley harlan mutual love develop determin win elect speech novel effect josephin win male voter pivot ninth ward howev campaign neglect femal vote result defeat poll vote natur gloom loss dispel bradley announc polici appoint constitu vital offic happi end result,1
364,film open sylvia landri evelyn preer young african-american woman visit cousin alma north landri wait return conrad plan marri alma also love conrad would like sylvia marri brother-in-law larri gambler crimin alma arrang sylvia caught compromis situat conrad return leav brazil larri kill man game poker sylvia return south landri meet rev jacob minist run rural school black children call piney wood school school overcrowd cannot continu small amount offer black educ state school face closur landri volunt return north rais difficulti rais money need save school head boston howev purs stolen arriv local man dr vivian chase thief recov purs hit car stem save young child play street landri meet owner car recov hospit owner elena warwick wealthi philanthropist learn sylvia mission decid give need money southern friend mrs stratton tri discourag warwick increas donat amount save school landri return south meanwhil dr vivian fallen love sylvia goe alma tell sylvia past flashback scene portray film sylvia adopt rais poor black famili landri manag provid educ youth senior landri wrong accus murder unpopular wealthi white landlord gridleston white mob attack landri famili lynch parent hunt son escap near shot mob also lynch efrem servant gridleston sylvia escap chase gridleston brother close rape notic scar breast gridleston brother realiz sylvia mixed-rac daughter born marriag local black woman paid educ hear life dr vivian meet sylvia encourag love countri take pride contribut african american profess love film end marriag,1
494,paul beaumont lon chaney scientist labor year alon prove radic theori origin mankind baron regnard marc mcdermott becom patron enabl research live mansion one day beaumont announc belov wife mari baron prove theori readi present academi scienc leav arrang baron howev beaumont goe sleep mari steal key open safe contain paper give baron appoint day paul travel academi baron aghast baron instead introduc take credit paul work recov shock paul confront front everyon baron tell paul mere assist slap academician laugh humili paul later seek comfort wife brazen admit baron affair call clown paul leav five year pass paul clown call get slap star attract small circus near pari act consist get slap everi even clown includ paul pretend present front academi scienc anoth perform bezano john gilbert daredevil horseback rider consuelo norma shearer daughter impoverish count mancini appli join act bezano fall love consuelo paul consuelo father howev plan restor famili fortun marriag father wealthi friend one night he perform spot baron audienc baron goe backstag begin flirt consuelo like next day baron send consuelo jewelri reject father leav meet baron bezano take consuelo countrysid romant meet declar love meanwhil count mancini convinc reluct baron way consuelo marri baron discard heartbroken mari leav check later admit consuelo love think kid laugh slap interrupt baron count inform consuelo marri baron night perform tri interfer lock adjoin room angri lion kept cage move cage care open door next room prevent lion escap re-ent room entranc make sure lock behind reveal ident baron threaten baron count stab sword baron count tri leav find main entranc lock open side door releas lion anim kill count baron howev lion tamer show save fate goe stage collaps assur consuelo happi happi die arm,1
248,describ film magazin much love husband chariti coe cheever william discov husband love zada l'etoil breamer popular dancer divorc jim dyckman dexter alway love chariti sinc childhood day find imposs win chariti marri film actress kedzi thropp hawley jim free chariti jim disappoint decid make best one jim absenc kedzi meet young british airman marqui strathden hatten fall much love ride one even jim chariti forc storm remain roadhous kedzi chanc sue divorc marri english aviat start war put jim trench europ chariti convalesc hospit meet love final win,1
325,describ film magazin princeton hadley chatterton favor done colleg day billi westov lee feel moral oblig upon billi sudden death automobil accid hold respons pay widow alimoni judith bennett husband bondsman even though law requir short death billi divorc wife lost fortun later princeton meet widow without know ident fall love judith reveal two brought lawyer princeton convinc wish continu oblig husband,1
329,describ film magazin small town live dr harvey nesbit burton know scandal communiti daughter laura thurman love grant adam kirkwood editor local newspap margaret muller nilsson arriv town teach school take lodg grant mother hous desir dethron laura social leader decid use grant obtain desir laura arous grant jealousi flirt anoth man quarrel laura return board school return term discov margaret mother grant illegitim child grant mother shield margaret reput assum parentag child dr nesbit know differ place barrier daughter grant mother die margaret pursuit henri fenn crane young lawyer refus mother child fenn partner tom vandorn mccullough marri laura fenn marri margaret eventu laura husband succumb margaret wile affair lead divorc fenn laura guilti coupl grant quit paper becom foreman coal mine terrif explos happen attempt rescu men grant bad injur taken dr nesbit home laura tire vandorn arriv time nurs back health fire love rekindl decid work better condit miner issu grant parentag remain barrier strike call hog tight sand owner mine engag hord strike breaker run grant town mele vandorn hold grant littl son threat make grant give child shot margaret hate vandorn kill goe insan deathb child grant confess laura child admit barrier come understand happi,1
316,describ film magazin grace goodright trevelyn beauti extravag wife warren goodright de grass american playwright live pari grace live beyond mean owe modest rene malot georg money malot suggest grace contact wealthi american armi offic captain rex strong clyde fillmor might abl assist financi rex offer grace loan secur loan grant sexual favor grace refus malot anger lose opportun obtain commiss loan attempt trap grace blackmail scheme newspap print spici bit scandal without mention name warren use stori plot next play meet success pari thrown furor affair warren threaten life captain strong later convinc warren wife innoc matter resolv happili,1
279,describ film magazin laura dayn bennett ambiti young sculptress court neighbor young artist deni connor welch limit contact social world know littl law men unsuspici decad architect jamison keen macdonald lure tarrytown inn one night promis consumm dream work municip build keen recent artist paint miniatur mildr wade matthew foolish wife laura dear friend benton wade robson laura goe tarrytown inn trap set keen use disarm wile vain laura put struggl inn manag forc keen releas overwhelm sens folli goe artist tell stori furi deni goe inn eject hous detect use threaten languag return room suggest marriag way protect laura accept ceremoni deni arrest murder keen trial benton wade motiv also hatr spoiler home make impass defens innoc young man fail benton becom victim fear laura trace step step guilt crime confront evid sentenc hear benton confess guilt drink poison leav young artist devot wife whose intellig save,1
20,print first american film adapt christma carol known exist move pictur world magazin provid scene-by-scen descript film releas scroog goe offic begin work nephew along three women wish scroog donat enter howev scroog dismiss night christma eve long-dead partner jacob marley come ghost warn horribl fate chang way scroog meet three spirit show scroog real mean christma along grave result parsimoni way next morn wake realiz error way scroog euphor generous rest life,1
22,reject admir set trap kill sweetheart fianc marri commit suicid pass away leav confess fortun confess found time polic man run church save coupl,1
276,jason honeycutt harold goodwin young boy live stepfath chief steve honeycutt sam de grass ancestr honeycutt home one day chief look year-old mountain girl mavi hawn mari pickford shoot bullet wood mavi desir reveng gang member attack home shot kill father one friend geologist school teacher john burnham fred warren suggest get educ instead learn use gun chief honeycutt visit mavi widow mother martha hawn clair mcdowel flirt meanwhil mavi fish pond near home jason reveal stepfath manipul martha grant land group planter capitalist come town intend exploit mountain coal land mavi scare away gun jason later run rich aristocrat gray pendleton john gilbert sweetheart marjori lee betti bouton look town back home mavi disappoint steve still later night mavi visit parti meet gray second time flirt make jason jealous gray forc mavi make upset angri leav parti find mother left marri steve decid marri well propos jason howev soon find young word hit town man name morton sander henri hebert plan take citi inhabit includ mavi threaten forc go away later night morton found dead polic look everyon involv polic visit hawn hous mavi grandfath fred huntley forc go away hold shotgun mavi pack thing goe hide forest next day john burnham visit convinc go trial prove innoc court lawyer parti demand hang town folk tri defend admit shot morton mavi discharg final decid go school mr burnham gray marjori pleas mavi decis jason howev becom jealous start hang gray school leav six year pass mavi adopt rich colonel pendleton w h bainbridg one day receiv letter mother announc get old like die soon decid visit mother find steve kill father becom violent take martha mavi tri help shoot steve martha surviv incid take mavi live mavi reunit grown-up jason marri,1
322,summar film public lauri devon mayo new york playwright one success refus work anoth play one night see woman anderson apart across street take gun place forehead reach time save tell terribl evil influenc disclos devon attempt untangl mysteri led adventur woman taken hous long island devon fight rescu take revolv shoot one pursuer fall ground return home heartbroken tell sister barbara fair friend murder sister two friend confess whole thing frame-up hire actor stage everyth attempt get ambitionless author write revolv use suicid attempt woman later shoot blank devon woman apart melt other arm final fade-out,1
509,jean leonnec ramon novarro maris la noue enid bennett penniless lover elop pari howev separ short arriv lead downward spiral live becom prostitut known red lili learn way underworld bo-bo wallac beeri,1
125,describ film magazin la valencia suratt stage beauti ensnar young man steal order shower luxuri demand caught serv year term emerg prison gray hair man la valencia come across passion reviv seek ensnar marri old life charm desper threaten reveal past wife lead terrif climax,1
443,describ film public margaret peg o'connel taylor accord uncl educ england supervis aunt mrs chichest lewi upon arriv ireland look upon chichest household lack cultur vow never becom ladi meet jerri young man neighbor estat becom friend discov sir gerald adair hamilton rebel decept conduct also find reason aunt keep compens peg leav return home find love gerald gerald follow propos,1
292,describ film magazin senior john l logan fawcett wife bruce religi taken aback john jr harron announc plan leav southern farm go new york citi get rich take church pray accept religion sweetheart jenni timberlak gish afraid backslid lure citi becom strong gone seven year return rich man recogn return home take boarder meanwhil father fallen hard time tri get money pay farm mortgag plan murder stranger stay home realiz son town bank robberi robber chase logan farm mother see son return home father remors end famili togeth reveal bank robber shot father faith jenni john jr end togeth end,1
397,describ film public sever year earlier mrs sheldon mcdowel desert husband brought son robert hugh belief father dead desir make good citi lead mother send father willard thatcher kilgour unknown robert work father goe well learn father nefari financi scheme end fight willard tell robert marri mother robert son willard accident kill evid fan baxter blyth willard woman robert condemn last minut forc confess fan robert mother save day,1
143,hope improv financi lot petti thief hawk chovinski mcgrail hire danc instructor teach bear like gentleman lesson complet hawk pose european nobleman intend trap wealthi wife yoland cowl baird see hawk pose fall love anyway,1
243,describ film magazin yvonn vidor wife german offic karl von drutz von seyffertitz left belgian home start world war king albert hall stop hous retreat find littl jacqu stone play soldier king tell brave wait till come back america enter war capt jefferson strong washburn detail destroy german storehous contain liquid fire suppli pretend escap german soldier hide yvonn cottag learn suppli direct tunnel hous von drutz return find strong telephon terrif struggl ensu littl jacqu take score orphan nearbi asylum escap tunnel strong save live children arrest disobedi tri court martial influenc king albert save shot yvonn whose husband kill find consol strong love,1
113,socialit edith hardi ward extravag tast stockbrok husband richard dean money tie promis invest insist send back expens dress bought ask acquaint could assur could doubl overnight give red cross fund entrust chariti treasur next day howev report money gone hishituru tori hayakawa wealthi japanes admir chang film re-releas burmes ivori king name haka arakau overhear offer loan will pay price virtu day husband jubil gambl paid ask explain cover loss play bridg visit tori tri pay back refus cancel bargain threaten kill confid bluf hand pistol continu resist advanc subdu brand back shoulder seal mark properti edith grab gun shoot shoulder flee richard follow left home find tori pick gun held polic tori servant question confess crime protect wife edith visit jail richard order remain silent trial tori testifi stand shooter howev found guilti edith rush judg announc show brand judg offic court great difficulti keep outrag spectat attack tori judg set asid verdict edith richard depart courtroom,1
257,barbara wealthi femal socialit intent reform capit lure socialist caus herman socialist agit concern boyfriend norman hear lectur virtu intern social convert view prompt herman rais money among wealthi friend buy paradis island florida coast establish collect coloni societi happi plenti norman tri rais money father rebuf father expect norman benefit experi he'll get island lesson along wealthi colonist settl island elect norman chief comrad quick discov none worthwhil skill identifi assist manag face disorgan colonist replac norman herman activist long intend establish polic forc abolish marriag state assum ownership women children imprison norman prompt barbara epiphani poor delud peopl starv die russia reject herman advanc norman father arriv head navi fleet save day norman lower red flag rais american flag general cheer,1
421,captain fitzgerald alec b franci retir guardsman modest pension support three daughter theodora swanson older half-sist theodora sister pin hope marri wealthi man one day theodora goe rowboat coast dorset fall water rescu lord hector bracondal valentino young handsom wealthi marri kind sens duti belov father reluct agre wed middle-ag short stout josiah brown robert bolder former grocer assist multi-millionair honeymoon alp coincid bracondal stop inn rich american widow jane mcbride mabel van buren persuad young bride accompani climb excurs theodora slip dangl precari safeti line cliff bracondal appear climb heavi other pull bracondal lower theodora ledg wait help arriv theodora tell bracondal initi recogn last met meet third time pari final acknowledg love howev theodora refus run away bracondal bracondal strive right thing ask sister ladi anningford june elvidg befriend theodora ladi anningford invit brown countri estat bracondal howev cannot stay away tri persuad theodora chang mind without success meanwhil josiah persuad anoth guest renown explor sir lionel grey fund danger expedit bracondal leav josiah call away busi theodora write letter bracondal declar love stress cannot fulfil morella winmarleigh gertrud astor desir bracondal secret open letter perus switch bracondal read messag meant josiah rush stop josiah read late josiah accus bracondal steal wife nobleman deni theodora unfaith consider josiah decid put wife happi ahead join grey expedit northern africa death make possibl young lover togeth,1
235,describ film magazin salom use wile pursuit king herod whose power desir dispos herod chief rival caus wife kill treacheri john baptist secur hold peopl denounc herod court herod john thrown jail foment sedit salom meet becom craze passion john reject seek reveng sensuous danc gain approv herod demand john head reward act bring punish crush death beneath sharp spoke shield roman legionnair,1
203,carrol wayl ford chemist discov formula high explos secret kasarib gerald wish learn use ward beulah grey gaston hypnot power tempt wayl liquor know former addict drink overcom wayl return former mode live kasarib gain ascend learn secret wayl spirit taken imaginari trip battleground scene lust show pitfal await slave flesh wayl awaken chang man goe laboratori kasarib struggl explos kill kasarib wayl ward free marri,1
37,novel set reign old king henri vi war rose stori begin tunstal moat hous alarm bell rung summon recruit absent lord sir daniel brackley join battl risingham outlaw fellowship known black arrow begin strike four black arrow four black heart brackley three retain nichola appleyard bennet hatch sir oliv oat parson rhyme post explan attack make protagonist richard dick shelton ward sir daniel curious death father sir harri shelton dispatch kettley sir daniel quarter sent tunstal moat hous return dispatch fall fugit joanna sedley disguis boy alia john matcham heiress kidnap sir daniel obtain guardianship retain control richard marri travel tunstal forest joanna tri persuad dick turn sir daniel sympathi black arrow outlaw whose camp discov near ruin grimston manor next day met forest sir daniel disguis leper return moat hous side defeat risingham dick joanna follow sir daniel moat hous dick confirm sir daniel murder father escap injur moat hous rescu outlaw black arrow second half novel book tell dick rescu joanna sir daniel help black arrow fellowship yorkist armi led richard crookback futur richard iii england centr shorebi lancastrian forc entrench robert loui stevenson insert seafar adventur chapter book wherein dick outlaw steal ship attempt seasid rescu joanna unsuccess joanna move sir daniel main quarter shorebi dick visit guis franciscan friar stevenson popularis tale arabian night dick tell tale ali baba forti thiev book chapter help escap ruin sea captain arblast whose ship dick outlaw stolen shadow sir daniel dick outlaw encount anoth group spi interest joanna skirmish outlaw prevail dick find conquer joanna law guardian lord foxham promis give joanna dick marriag contempl seasid rescu ironi foxham scold dick nobli born consort outlaw outlaw recruit dick foxham plan rescu joanna wound fail seasid rescu foxham write letter recommend dick richard crookback dick must find outskirt shorebi richard crookback duke gloucest make appear book dick leav shorebi see crookback hold seven eight lancastrian assail assist victori dick accur knowledg lancastrian forc shorebi aid crookback win battl wage later day dick also success one crookback command crookback knight dick field battl follow victori give fifti horsemen pursu sir daniel escap shorebi joanna dick succeed rescu joanna lose men process joanna alicia risingham travel holywood joanna marri way keep initi pledg joanna convey safe holywood earli morn wed day dick encount fugit sir daniel tri enter holywood seaport escap franc burgundi wed day dick want soil hand sir daniel blood simpli bar way challeng either hand-to-hand combat alert yorkist perimet patrol sir daniel retreat shot elli duckworth outlaw captain last black arrow thereaft sir richard ladi shelton live tunstal moat hous untroubl rest war rose provid captain arblast outlaw lawless pension settl tunstal hamlet lawless volt face return franciscan order take name brother honestus,1
295,base upon plot summari includ film review film public nora ferguson american heiress court lord bissett gambl visit england overhear bissett discuss sister need nora money replenish fortun leav move nearbi cottag success playwright sir howard furniv stephenson assist prepar play base upon novel written keep secret wife dori dean jealous bissett obtain page manuscript nora handwrit endur term give dori tell love letter husband lead death furniv nora blame ostrac nora chang name goe venic meet becom engag english armi offic sir ralph newel carleton marriag confess letter never receiv upon return england discov husband brother dori curs woman caus sister death bissett reveal newel nora end melodrama lover reunit venic,1
439,oliv mother penniless outcast die give birth young boy oliv brought workhous later apprent uncar undertak eventu taken gang thiev befriend purpos secret oliv famili histori wait come light,1
121,film tell stori pietro beppo donnetti donnetti poor happi gondoli venic itali beppo fall love annett ancello father trudo want marri anoth suitor one success businessman beppo prove within year trudo agre allow marri annett beppo sail america make fortun make live work shoeshin street corner new york citi borrow money irish ward boss bill corrigan send annett join exchang beppo agre help corrigan candid win italian vote ward annett arriv new york beppo marri follow year son toni beppo annett toni live happi life lower east side tenement happi interrupt babi contract fever heatwav doctor instruct feed pasteur milk babi beppo work hard earn money purchas expens milk walk store buy milk beppo rob attack men rob arrest beppo ask corrigan help babi jail must get-a-de-milk babe die corrigan rebuff beppo beppo babi die beppo five day jail beppo releas jail learn corrigan young daughter ill vow aveng son death kill corrigan daughter beppo sneak corrigan hous see corrigan daughter lie crib cannot act plan leav child unharm final scene narrat beppo shown place flower sob son grave,1
413,discuss hered man recal stori two orphan girl pair cohort ball angel carmen adopt crook teach steal evelyn valli crimin inclin girl adopt wealthi famili angel steal watch passeng train man refus press charg enlist help confid scheme havana evelyn engag marri promis author robert ellington austin quarrel writer goe havana meet fall angel ellington schedul leav ship give ticket johnson albertson secret agent con man angel watch tear boat pull away ellington reveal love two left happi film end stori teller turn point coupl danc ball,1
311,describ film magazin april pool davi young writer love publish kerri sarl tearl visit offic mr sarl partner ronald kenna frank read latest stori made sarl hero kenna villain heroin stori april chang place ladi diana mannist marshal sent south africa separ lover young artist famous diamond ladi diana deliv end journey given april thiev trail journey effort kenna steal diamond prevent intervent sarl stori come close,1
131,dr edmund b stewart talent young physician work hard build profession reput practic engag emili thurston whose father said wealthi thurston move best social circl emili congratul fianc success man emili love edmund unhappi amount time spend work practic stewart work schedul caus miss mani social engag emili grow resent dedic duti curtail much social life start spend time benson heath heath real job attract emili believ famili quit wealthi recent lost consider amount money bad invest heath convinc emili break engag edmund stewart ask marri stewart drive work harder point exhaust emili heath marriag final blow constitut becom ill doctor advis go countri recuper journey stewart see two tramp appear quit happi decid see type life might make happi also take tie tear shirt collar fall tramp tramp later steal stewart money recours remain tramp six month marriag emili father die learn wealthi man assum heath becom quit angri learn father law left larg inherit pass check alreadi overdrawn bank account use money gambl take emili away avoid arrest coupl move west hous desol locat area desert enough two tramp show set camp home tramp find way hous plan loot plan foil heath return home hide closet drunk emili tri take bottl away erupt rage hear nois tramp wonder happen care open closet door bit see heath choke emili tramp horrifi sight one bolt closet wrestl heath free emili grasp two men struggl heath gun discharg fatal shot tramp flee apprehend sheriff stewart live tramp camp come tri help friend enter hous see heath lie dead floor emili also lie dead faint stewart think emili shot husband tell sheriff respons heath death emili regain conscious tell sheriff stewart man struggl husband stewart releas sheriff emili recogn tell alway love charg file death heath sheriff opinion heath got deserv,1
392,base upon summari film public angela pickford italian girl bid good-by second brother youngest goe join troop come news older brother kill war giovanni bloomer love angela tri comfort call left alon angela made keeper lighthous joseph thomson arriv say american desert later secret marri one night angela flash love signal use lighthous next morn italian ship carri wound men report destroy midnight hour signal sent angela steal chocol toni rega joseph take arriv home hear joseph murmur sleep gott mitt un dawn husband german spi toni trace theft say wound brother ship realiz signal sent brother death give joseph still proclaim love joseph break away jailer plung cliff death later joseph babi angela happi old sweetheart giovanni return war blind,1
300,describ film magazin paul perri hugh son wealthi iron manufactur hamilton perri nichol open love younger daughter reverend matthew barker hall older daughter practic secret love young coupl get marri child born year later mother die almost insan grief husband reproach clergyman preach doctrin god inflict children sorrow unabl reconcil sorrow leav slum chicago search truth connect purpos god meanwhil son bob alexand care wife sister paul decid leav chicago freight train return home town spend night father barn next morn bob spent night grandfath goe barn feed puppi discov sleep man hay talk paul sister-in-law come barn recogn paul discov child also subplot involv feud wealthi iron manufactur worker,1
303,base upon plot summari newspap ami bennett marri cad visit anoth man love help endur marriag confront struggl men lead death ami stand accus murder,1
155,film court case embezzl,1
